Configured with email username  None , password  False
_sa_instance_state, elasticsearch, id, intensity, negativity, position, recommended, timestamp, url, user_id
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f4ca070>","33","3786","0","0","1","1","2021-09-21 14:27:57.379441","https://digitalekrant.telegraaf.nl/static/cci/index.html?epub=https://digitalekrant.telegraaf.nl/cdn/premium/56726afd44857212b43500815d07de00/web/OPS/cciobjects.json&hash=c29c10bb354234f9cbe9#/pages/40","56",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f4ca130>","6","3787","1","0","2","1","2021-09-21 14:27:58.275110","https://digitalekrant.telegraaf.nl/static/cci/index.html?epub=https://digitalekrant.telegraaf.nl/cdn/premium/56726afd44857212b43500815d07de00/web/OPS/cciobjects.json&hash=fb95225aac2fb1742c41#/pages/34","56",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f4ca1f0>","53","3788","0","1","3","1","2021-09-21 14:27:58.716029","https://www.nrc.nl/nieuws/2021/09/19/kristoffer-broberg-verlost-zichzelf-op-de-dutch-open-van-zes-jaar-in-de-hel-a4058838#20210920-79814-301","56",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f4ca2b0>","95","3789","0","0","4","1","2021-09-21 14:27:59.836328","https://krant.trouw.nl/titles/trouw/8321/publications/1359/articles/1448740/16/5","56",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f4ca370>","32","3790","0","0","5","1","2021-09-21 14:28:01.697706","https://krant.volkskrant.nl/titles/volkskrant/7929/publications/1364/articles/1448735/47/1","56",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f4ca430>","86","3791","0","0","0","1","2021-09-21 14:28:20.919702","https://krant.volkskrant.nl/titles/volkskrant/7929/publications/1364/articles/1448735/40/5","57",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f4ca4f0>","78","3792","0","0","1","1","2021-09-21 14:28:22.102515","https://krant.ad.nl/titles/algemeendagblad/7908/publications/26224/articles/1448739/2/2","57",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f4ca5b0>","8","3793","0","0","2","1","2021-09-21 14:28:22.303059","https://krant.ad.nl/titles/algemeendagblad/7908/publications/26224/articles/1448739/33/5","57",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f4ca670>","37","3794","0","0","3","1","2021-09-21 14:28:23.019994","https://digitalekrant.telegraaf.nl/static/cci/index.html?epub=https://digitalekrant.telegraaf.nl/cdn/premium/56726afd44857212b43500815d07de00/web/OPS/cciobjects.json&hash=5f6f3d13fab52a0b2311#/pages/34","57",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f4ca730>","30","3795","0","1","4","1","2021-09-21 14:28:23.564722","https://krant.trouw.nl/titles/trouw/8321/publications/1359/articles/1448740/2/5","57",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f4ca7f0>","6","3796","1","0","5","1","2021-09-21 14:28:23.851300","https://digitalekrant.telegraaf.nl/static/cci/index.html?epub=https://digitalekrant.telegraaf.nl/cdn/premium/56726afd44857212b43500815d07de00/web/OPS/cciobjects.json&hash=fb95225aac2fb1742c41#/pages/34","57",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f4ca8b0>","90","3797","0","0","0","1","2021-09-21 14:55:21.115032","https://krant.ad.nl/titles/algemeendagblad/7908/publications/26242/articles/1449456/4/2","38",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f4ca970>","3","3798","1","0","1","1","2021-09-21 14:55:21.405873","https://krant.ad.nl/titles/algemeendagblad/7908/publications/26242/articles/1449456/34/1","38",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f4caa30>","52","3799","0","1","2","1","2021-09-21 14:55:22.730442","https://digitalekrant.telegraaf.nl/static/cci/index.html?epub=https://digitalekrant.telegraaf.nl/cdn/premium/14e13670462dd4e0cec234c3b7f99432/web/OPS/cciobjects.json&hash=22d27772087c60dae8ab#/pages/32","38",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f4caaf0>","44","3800","0","0","3","1","2021-09-21 14:55:22.880147","https://krant.trouw.nl/titles/trouw/8321/publications/1359/articles/1448740/6/1","38",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f4cabb0>","26","3801","0","0","4","1","2021-09-21 14:55:23.991568","https://krant.ad.nl/titles/algemeendagblad/7908/publications/26224/articles/1448739/36/1","38",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f4cac70>","3","3802","1","0","5","1","2021-09-21 14:55:24.318855","https://krant.ad.nl/titles/algemeendagblad/7908/publications/26242/articles/1449456/34/1","38",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f4cad30>","83","3803","0","0","0","1","2021-09-21 14:57:44.404288","https://digitalekrant.telegraaf.nl/static/cci/index.html?epub=https://digitalekrant.telegraaf.nl/cdn/premium/56726afd44857212b43500815d07de00/web/OPS/cciobjects.json&hash=3f00acd953dd071830b2#/pages/32-33","42",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f4cadf0>","6","3804","1","0","1","1","2021-09-21 14:57:45.090425","https://digitalekrant.telegraaf.nl/static/cci/index.html?epub=https://digitalekrant.telegraaf.nl/cdn/premium/56726afd44857212b43500815d07de00/web/OPS/cciobjects.json&hash=fb95225aac2fb1742c41#/pages/34","42",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f4caeb0>","19","3805","0","1","2","1","2021-09-21 14:57:45.909938","https://krant.trouw.nl/titles/trouw/8321/publications/1359/articles/1448740/14/2","42",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f4caf70>","93","3806","0","0","3","1","2021-09-21 14:57:46.505914","https://digitalekrant.telegraaf.nl/static/cci/index.html?epub=https://digitalekrant.telegraaf.nl/cdn/premium/56726afd44857212b43500815d07de00/web/OPS/cciobjects.json&hash=2e6c6b369e26d9b99488#/pages/2-3","42",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f4d0070>","17","3807","0","0","4","1","2021-09-21 14:57:47.526687","https://digitalekrant.telegraaf.nl/static/cci/index.html?epub=https://digitalekrant.telegraaf.nl/cdn/premium/56726afd44857212b43500815d07de00/web/OPS/cciobjects.json&hash=b5551dfaa1bf986f3a4b#/pages/1","42",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f4d0130>","86","3808","0","0","5","1","2021-09-21 14:57:47.654524","https://krant.volkskrant.nl/titles/volkskrant/7929/publications/1364/articles/1448735/40/5","42",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f4d01f0>","31","3809","0","0","0","1","2021-09-21 15:01:42.771070","https://digitalekrant.telegraaf.nl/static/cci/index.html?epub=https://digitalekrant.telegraaf.nl/cdn/premium/14e13670462dd4e0cec234c3b7f99432/web/OPS/cciobjects.json&hash=63ed059a2b508bccf9e8#/pages/1","43",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f4d02b0>","55","3810","0","1","1","1","2021-09-21 15:01:42.966048","https://krant.trouw.nl/titles/trouw/8321/publications/1359/articles/1448740/8/1","43",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f4d0370>","6","3811","1","0","2","1","2021-09-21 15:01:44.300142","https://digitalekrant.telegraaf.nl/static/cci/index.html?epub=https://digitalekrant.telegraaf.nl/cdn/premium/56726afd44857212b43500815d07de00/web/OPS/cciobjects.json&hash=fb95225aac2fb1742c41#/pages/34","43",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f4d0430>","1","3812","0","0","3","1","2021-09-21 15:01:44.912299","https://krant.ad.nl/titles/algemeendagblad/7908/publications/26242/articles/1449456/8/3","43",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f4d04f0>","86","3813","0","0","4","1","2021-09-21 15:01:46.174410","https://krant.volkskrant.nl/titles/volkskrant/7929/publications/1364/articles/1448735/40/5","43",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f4d05b0>","21","3814","0","0","5","1","2021-09-21 15:01:46.430195","https://krant.ad.nl/titles/algemeendagblad/7908/publications/26224/articles/1448739/7/3","43",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f4d0670>","89","3815","0","0","0","1","2021-09-21 15:05:01.453058","https://www.nrc.nl/nieuws/2021/09/20/afghanistan-werkverbod-voor-vrouwelijke-ambtenaren-kabul-a4058865#20210920-79814-114","43",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f4d0730>","52","3816","0","1","1","1","2021-09-21 15:05:02.433918","https://digitalekrant.telegraaf.nl/static/cci/index.html?epub=https://digitalekrant.telegraaf.nl/cdn/premium/14e13670462dd4e0cec234c3b7f99432/web/OPS/cciobjects.json&hash=22d27772087c60dae8ab#/pages/32","43",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f4d07f0>","26","3817","0","0","2","1","2021-09-21 15:05:02.674954","https://krant.ad.nl/titles/algemeendagblad/7908/publications/26224/articles/1448739/36/1","43",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f4d08b0>","88","3818","0","0","3","1","2021-09-21 15:05:03.643777","https://krant.volkskrant.nl/titles/volkskrant/7929/publications/1364/articles/1448735/8/4","43",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f4d0970>","86","3819","0","0","4","1","2021-09-21 15:05:04.064830","https://krant.volkskrant.nl/titles/volkskrant/7929/publications/1364/articles/1448735/40/5","43",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f4d0a30>","6","3820","1","0","5","1","2021-09-21 15:05:04.655647","https://digitalekrant.telegraaf.nl/static/cci/index.html?epub=https://digitalekrant.telegraaf.nl/cdn/premium/56726afd44857212b43500815d07de00/web/OPS/cciobjects.json&hash=fb95225aac2fb1742c41#/pages/34","43",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f4d0af0>","3","3821","1","0","0","1","2021-09-21 15:25:26.211630","https://krant.ad.nl/titles/algemeendagblad/7908/publications/26242/articles/1449456/34/1","38",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f4d0bb0>","43","3822","0","0","1","1","2021-09-21 15:25:26.554663","https://digitalekrant.telegraaf.nl/static/cci/index.html?epub=https://digitalekrant.telegraaf.nl/cdn/premium/14e13670462dd4e0cec234c3b7f99432/web/OPS/cciobjects.json&hash=965e22debd201826f9ed#/pages/8","38",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f4d0c70>","51","3823","0","1","2","1","2021-09-21 15:25:26.952707","https://krant.volkskrant.nl/titles/volkskrant/7929/publications/1365/articles/1449453/5/2","38",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f4d0d30>","58","3824","0","0","3","1","2021-09-21 15:25:27.670994","https://krant.ad.nl/titles/algemeendagblad/7908/publications/26224/articles/1448739/11/2","38",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f4d0df0>","54","3825","0","0","4","1","2021-09-21 15:25:27.701792","https://digitalekrant.telegraaf.nl/static/cci/index.html?epub=https://digitalekrant.telegraaf.nl/cdn/premium/56726afd44857212b43500815d07de00/web/OPS/cciobjects.json&hash=e010b835d2842d02f69d#/pages/4-5","38",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f4d0eb0>","90","3826","0","0","5","1","2021-09-21 15:25:27.722853","https://krant.ad.nl/titles/algemeendagblad/7908/publications/26242/articles/1449456/4/2","38",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f4d0f70>","3","3827","1","0","0","1","2021-09-21 15:27:47.950336","https://krant.ad.nl/titles/algemeendagblad/7908/publications/26242/articles/1449456/34/1","42",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f4d6070>","30","3828","0","1","1","1","2021-09-21 15:27:49.471978","https://krant.trouw.nl/titles/trouw/8321/publications/1359/articles/1448740/2/5","42",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f4d6130>","75","3829","0","0","2","1","2021-09-21 15:27:51.462442","https://digitalekrant.telegraaf.nl/static/cci/index.html?epub=https://digitalekrant.telegraaf.nl/cdn/premium/56726afd44857212b43500815d07de00/web/OPS/cciobjects.json&hash=0df027e48634fab6980a#/pages/4-5","42",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f4d61f0>","78","3830","0","0","3","1","2021-09-21 15:27:52.604289","https://krant.ad.nl/titles/algemeendagblad/7908/publications/26224/articles/1448739/2/2","42",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f4d62b0>","39","3831","0","0","4","1","2021-09-21 15:27:53.723173","https://krant.volkskrant.nl/titles/volkskrant/7929/publications/1364/articles/1448735/18/1","42",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f4d6370>","90","3832","0","0","5","1","2021-09-21 15:27:54.143173","https://krant.ad.nl/titles/algemeendagblad/7908/publications/26242/articles/1449456/4/2","42",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f4d6430>","43","3833","0","0","0","1","2021-09-21 15:40:56.612992","https://digitalekrant.telegraaf.nl/static/cci/index.html?epub=https://digitalekrant.telegraaf.nl/cdn/premium/14e13670462dd4e0cec234c3b7f99432/web/OPS/cciobjects.json&hash=965e22debd201826f9ed#/pages/8","34",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f4d64f0>","44","3834","0","0","1","1","2021-09-21 15:40:57.418276","https://krant.trouw.nl/titles/trouw/8321/publications/1359/articles/1448740/6/1","34",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f4d65b0>","6","3835","1","0","2","1","2021-09-21 15:40:58.659348","https://digitalekrant.telegraaf.nl/static/cci/index.html?epub=https://digitalekrant.telegraaf.nl/cdn/premium/56726afd44857212b43500815d07de00/web/OPS/cciobjects.json&hash=fb95225aac2fb1742c41#/pages/34","34",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f4d6670>","86","3836","0","0","3","1","2021-09-21 15:40:59.854704","https://krant.volkskrant.nl/titles/volkskrant/7929/publications/1364/articles/1448735/40/5","34",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f4d6730>","3","3837","1","0","4","1","2021-09-21 15:41:01.057439","https://krant.ad.nl/titles/algemeendagblad/7908/publications/26242/articles/1449456/34/1","34",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f4d67f0>","51","3838","0","1","5","1","2021-09-21 15:41:02.668686","https://krant.volkskrant.nl/titles/volkskrant/7929/publications/1365/articles/1449453/5/2","34",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f4d68b0>","18","3839","0","0","0","1","2021-09-21 15:55:28.947314","https://www.nrc.nl/nieuws/2021/09/19/de-ingepakt-arc-de-triomphe-is-een-laatste-salut-van-inpakkunstenaar-christo-a4058823#20210920-79814-202","38",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f4d6970>","59","3840","0","0","1","1","2021-09-21 15:55:29.344047","https://krant.volkskrant.nl/titles/volkskrant/7929/publications/1364/articles/1448735/2/1","38",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f4d6a30>","47","3841","0","3","2","1","2021-09-21 15:55:29.661738","https://krant.volkskrant.nl/titles/volkskrant/7929/publications/1364/articles/1448735/5/2","38",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f4d6af0>","11","3842","0","0","3","1","2021-09-21 15:55:30.026913","https://krant.volkskrant.nl/titles/volkskrant/7929/publications/1364/articles/1448735/8/1","38",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f4d6bb0>","86","3843","0","0","4","1","2021-09-21 15:55:30.731031","https://krant.volkskrant.nl/titles/volkskrant/7929/publications/1364/articles/1448735/40/5","38",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f4d6c70>","6","3844","1","0","5","1","2021-09-21 15:55:31.183673","https://digitalekrant.telegraaf.nl/static/cci/index.html?epub=https://digitalekrant.telegraaf.nl/cdn/premium/56726afd44857212b43500815d07de00/web/OPS/cciobjects.json&hash=fb95225aac2fb1742c41#/pages/34","38",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f4d6d30>","44","3845","0","0","0","1","2021-09-21 15:57:55.186271","https://krant.trouw.nl/titles/trouw/8321/publications/1359/articles/1448740/6/1","42",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f4d6df0>","28","3846","0","0","1","1","2021-09-21 15:57:56.063829","https://www.nrc.nl/nieuws/2021/09/20/tv-prijzen-emmys-voor-the-crown-en-the-queens-gambit-a4058905#20210920-79814-102","42",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f4d6eb0>","30","3847","0","1","2","1","2021-09-21 15:57:56.659193","https://krant.trouw.nl/titles/trouw/8321/publications/1359/articles/1448740/2/5","42",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f4d6f70>","78","3848","0","0","3","1","2021-09-21 15:57:57.701700","https://krant.ad.nl/titles/algemeendagblad/7908/publications/26224/articles/1448739/2/2","42",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f4de070>","3","3849","1","0","4","1","2021-09-21 15:57:58.660461","https://krant.ad.nl/titles/algemeendagblad/7908/publications/26242/articles/1449456/34/1","42",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f4de130>","27","3850","0","0","5","1","2021-09-21 15:57:59.416959","https://krant.ad.nl/titles/algemeendagblad/7908/publications/26242/articles/1449456/28/4","42",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f4de1f0>","90","3851","0","0","0","1","2021-09-21 16:11:03.507557","https://krant.ad.nl/titles/algemeendagblad/7908/publications/26242/articles/1449456/4/2","34",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f4de2b0>","10","3852","0","1","1","1","2021-09-21 16:11:04.598296","https://www.nrc.nl/nieuws/2021/09/19/aan-de-troon-zal-amalia-niet-ontkomen-a4058885#20210920-79814-104","34",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f4de370>","91","3853","0","0","2","1","2021-09-21 16:11:05.197961","https://krant.trouw.nl/titles/trouw/8321/publications/1359/articles/1448740/16/3","34",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f4de430>","3","3854","1","0","3","1","2021-09-21 16:11:05.429643","https://krant.ad.nl/titles/algemeendagblad/7908/publications/26242/articles/1449456/34/1","34",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f4de4f0>","56","3855","0","0","4","1","2021-09-21 16:11:06.869365","https://digitalekrant.telegraaf.nl/static/cci/index.html?epub=https://digitalekrant.telegraaf.nl/cdn/premium/56726afd44857212b43500815d07de00/web/OPS/cciobjects.json&hash=a1b09a8236309de73ae1#/pages/20","34",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f4de5b0>","70","3856","0","0","5","1","2021-09-21 16:11:07.880025","https://www.nrc.nl/nieuws/2021/09/20/chio-paarden-in-aken-a4058862#20210920-79814-308","34",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f4de670>","23","3857","0","0","0","1","2021-09-21 16:12:20.433113","https://digitalekrant.telegraaf.nl/static/cci/index.html?epub=https://digitalekrant.telegraaf.nl/cdn/premium/56726afd44857212b43500815d07de00/web/OPS/cciobjects.json&hash=22e009abd51b2bcb0088#/pages/38-39","8",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f4de730>","6","3858","1","0","1","1","2021-09-21 16:12:21.763631","https://digitalekrant.telegraaf.nl/static/cci/index.html?epub=https://digitalekrant.telegraaf.nl/cdn/premium/56726afd44857212b43500815d07de00/web/OPS/cciobjects.json&hash=fb95225aac2fb1742c41#/pages/34","8",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f4de7f0>","9","3859","0","1","2","1","2021-09-21 16:12:21.960863","https://krant.trouw.nl/titles/trouw/8321/publications/1359/articles/1448740/9/2","8",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f4de8b0>","86","3860","0","0","3","1","2021-09-21 16:12:23.458625","https://krant.volkskrant.nl/titles/volkskrant/7929/publications/1364/articles/1448735/40/5","8",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f4de970>","2","3861","0","0","4","1","2021-09-21 16:12:24.692325","https://krant.ad.nl/titles/algemeendagblad/7908/publications/26224/articles/1448739/36/2","8",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f4dea30>","75","3862","0","0","5","1","2021-09-21 16:12:24.881140","https://digitalekrant.telegraaf.nl/static/cci/index.html?epub=https://digitalekrant.telegraaf.nl/cdn/premium/56726afd44857212b43500815d07de00/web/OPS/cciobjects.json&hash=0df027e48634fab6980a#/pages/4-5","8",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f4deaf0>","6","3863","1","0","0","1","2021-09-21 16:13:50.684596","https://digitalekrant.telegraaf.nl/static/cci/index.html?epub=https://digitalekrant.telegraaf.nl/cdn/premium/56726afd44857212b43500815d07de00/web/OPS/cciobjects.json&hash=fb95225aac2fb1742c41#/pages/34","8",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f4debb0>","31","3864","0","0","1","1","2021-09-21 16:13:51.170755","https://digitalekrant.telegraaf.nl/static/cci/index.html?epub=https://digitalekrant.telegraaf.nl/cdn/premium/14e13670462dd4e0cec234c3b7f99432/web/OPS/cciobjects.json&hash=63ed059a2b508bccf9e8#/pages/1","8",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f4dec70>","1","3865","0","0","2","1","2021-09-21 16:13:51.210567","https://krant.ad.nl/titles/algemeendagblad/7908/publications/26242/articles/1449456/8/3","8",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f4ded30>","86","3866","0","0","3","1","2021-09-21 16:13:51.394128","https://krant.volkskrant.nl/titles/volkskrant/7929/publications/1364/articles/1448735/40/5","8",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f4dedf0>","95","3867","0","0","4","1","2021-09-21 16:13:52.234614","https://krant.trouw.nl/titles/trouw/8321/publications/1359/articles/1448740/16/5","8",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f4deeb0>","53","3868","0","1","5","1","2021-09-21 16:13:52.420900","https://www.nrc.nl/nieuws/2021/09/19/kristoffer-broberg-verlost-zichzelf-op-de-dutch-open-van-zes-jaar-in-de-hel-a4058838#20210920-79814-301","8",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f4def70>","95","3869","0","0","0","1","2021-09-21 16:14:25.500865","https://krant.trouw.nl/titles/trouw/8321/publications/1359/articles/1448740/16/5","8",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f4e4070>","90","3870","0","0","1","1","2021-09-21 16:14:25.876406","https://krant.ad.nl/titles/algemeendagblad/7908/publications/26242/articles/1449456/4/2","8",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f4e4130>","77","3871","0","0","2","1","2021-09-21 16:14:25.900780","https://digitalekrant.telegraaf.nl/static/cci/index.html?epub=https://digitalekrant.telegraaf.nl/cdn/premium/14e13670462dd4e0cec234c3b7f99432/web/OPS/cciobjects.json&hash=5a47b33fcac26693a612#/pages/32","8",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f4e41f0>","76","3872","0","0","3","1","2021-09-21 16:14:26.513415","https://krant.volkskrant.nl/titles/volkskrant/7929/publications/1365/articles/1449453/24/4","8",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f4e42b0>","53","3873","0","1","4","1","2021-09-21 16:14:26.535319","https://www.nrc.nl/nieuws/2021/09/19/kristoffer-broberg-verlost-zichzelf-op-de-dutch-open-van-zes-jaar-in-de-hel-a4058838#20210920-79814-301","8",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f4e4370>","3","3874","1","0","5","1","2021-09-21 16:14:26.558987","https://krant.ad.nl/titles/algemeendagblad/7908/publications/26242/articles/1449456/34/1","8",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f4e4430>","90","3875","0","0","0","1","2021-09-21 16:15:27.417670","https://krant.ad.nl/titles/algemeendagblad/7908/publications/26242/articles/1449456/4/2","8",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f4e44f0>","3","3876","1","0","1","1","2021-09-21 16:15:29.310429","https://krant.ad.nl/titles/algemeendagblad/7908/publications/26242/articles/1449456/34/1","8",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f4e45b0>","51","3877","0","1","2","1","2021-09-21 16:15:29.384956","https://krant.volkskrant.nl/titles/volkskrant/7929/publications/1365/articles/1449453/5/2","8",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f4e4670>","44","3878","0","0","3","1","2021-09-21 16:15:29.409873","https://krant.trouw.nl/titles/trouw/8321/publications/1359/articles/1448740/6/1","8",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f4e4730>","43","3879","0","0","4","1","2021-09-21 16:15:30.545419","https://digitalekrant.telegraaf.nl/static/cci/index.html?epub=https://digitalekrant.telegraaf.nl/cdn/premium/14e13670462dd4e0cec234c3b7f99432/web/OPS/cciobjects.json&hash=965e22debd201826f9ed#/pages/8","8",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f4e47f0>","3","3880","1","0","5","1","2021-09-21 16:15:31.800683","https://krant.ad.nl/titles/algemeendagblad/7908/publications/26242/articles/1449456/34/1","8",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f4e48b0>","78","3881","0","0","0","1","2021-09-21 16:15:40.375753","https://krant.ad.nl/titles/algemeendagblad/7908/publications/26224/articles/1448739/2/2","8",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f4e4970>","6","3882","1","0","1","1","2021-09-21 16:15:40.831222","https://digitalekrant.telegraaf.nl/static/cci/index.html?epub=https://digitalekrant.telegraaf.nl/cdn/premium/56726afd44857212b43500815d07de00/web/OPS/cciobjects.json&hash=fb95225aac2fb1742c41#/pages/34","8",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f4e4a30>","30","3883","0","1","2","1","2021-09-21 16:15:41.238092","https://krant.trouw.nl/titles/trouw/8321/publications/1359/articles/1448740/2/5","8",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f4e4af0>","86","3884","0","0","3","1","2021-09-21 16:15:41.265413","https://krant.volkskrant.nl/titles/volkskrant/7929/publications/1364/articles/1448735/40/5","8",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f4e4bb0>","16","3885","0","0","4","1","2021-09-21 16:15:41.335347","https://digitalekrant.telegraaf.nl/static/cci/index.html?epub=https://digitalekrant.telegraaf.nl/cdn/premium/14e13670462dd4e0cec234c3b7f99432/web/OPS/cciobjects.json&hash=b2793f5f62caed37643c#/pages/4-5","8",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f4e4c70>","59","3886","0","0","5","1","2021-09-21 16:15:42.117305","https://krant.volkskrant.nl/titles/volkskrant/7929/publications/1364/articles/1448735/2/1","8",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f4e4d30>","6","3887","1","0","0","1","2021-09-21 16:16:06.113925","https://digitalekrant.telegraaf.nl/static/cci/index.html?epub=https://digitalekrant.telegraaf.nl/cdn/premium/56726afd44857212b43500815d07de00/web/OPS/cciobjects.json&hash=fb95225aac2fb1742c41#/pages/34","34",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f4e4df0>","64","3888","0","0","1","1","2021-09-21 16:16:06.645053","https://krant.ad.nl/titles/algemeendagblad/7908/publications/26242/articles/1449456/8/5","34",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f4e4eb0>","86","3889","0","0","2","1","2021-09-21 16:16:06.668221","https://krant.volkskrant.nl/titles/volkskrant/7929/publications/1364/articles/1448735/40/5","34",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f4e4f70>","28","3890","0","0","3","1","2021-09-21 16:16:07.040356","https://www.nrc.nl/nieuws/2021/09/20/tv-prijzen-emmys-voor-the-crown-en-the-queens-gambit-a4058905#20210920-79814-102","34",
